file_path,artist,title,stream_count,source_url,archive_item,license_url
music\low_stream\Verte Couverture - 5.talon_interphone.mp3,Verte Couverture,5.talon_interphone,979,https://archive.org/download/HappinessLovePrincess/5.talon_interphone.mp3,https://archive.org/details/HappinessLovePrincess,http://creativecommons.org/licenses/by-nc-sa/2.0/fr/
music\low_stream\mb3 - 03 The Crossed Line (beated).mp3,mb3,03 The Crossed Line (beated),802,https://archive.org/download/nws.bpm0207/03%20The%20Crossed%20Line%20%28beated%29.mp3,https://archive.org/details/nws.bpm0207,
music\low_stream\fluffy t. bunny - 01_FluffyTBunny_capntinyX_64kb.mp3,fluffy t. bunny,01_FluffyTBunny_capntinyX_64kb,918,https://archive.org/download/InPretenceOfCulture/01_FluffyTBunny_capntinyX_64kb.mp3,https://archive.org/details/InPretenceOfCulture,http://creativecommons.org/licenses/by-nc-sa/3.0/
music\low_stream\netwaves - 01BackToStart.mp3,netwaves,01BackToStart,760,https://archive.org/download/nws048/01BackToStart.mp3,https://archive.org/details/nws048,http://creativecommons.org/licenses/by-nc-sa/3.0/
music\low_stream\MALA - 05_MALA_-_Eat_U_Twice.mp3,MALA,05_MALA_-_Eat_U_Twice,849,https://archive.org/download/MNF053_MALA--Selected_Bass_Works_Vol_3/05_MALA_-_Eat_U_Twice.mp3,https://archive.org/details/MNF053_MALA--Selected_Bass_Works_Vol_3,https://creativecommons.org/licenses/by-sa/4.0/
music\low_stream\SiJ & Creation VI - 06_-_SiJ_Creation_VI_-_Disruption_Of_Timeless.mp3,SiJ & Creation VI,06_-_SiJ_Creation_VI_-_Disruption_Of_Timeless,776,https://archive.org/download/dna_145_sij_creation_vi_enchanted_island/06_-_SiJ_Creation_VI_-_Disruption_Of_Timeless.mp3,https://archive.org/details/dna_145_sij_creation_vi_enchanted_island,http://creativecommons.org/licenses/by-nc-nd/3.0/
music\low_stream\Unknown - BC_002_3_July_2008_Tr_01_The_Gluons_Intro_vbr.mp3,Unknown,BC_002_3_July_2008_Tr_01_The_Gluons_Intro_vbr,785,https://archive.org/download/BC_002/BC_002_3_July_2008_Tr_01_The_Gluons_Intro_vbr.mp3,https://archive.org/details/BC_002,http://creativecommons.org/licenses/by-nc-nd/3.0/us/
music\low_stream\Jaeck the Bit - 11-lUltimaFogliaSiEStaccata.mp3,Jaeck the Bit,11-lUltimaFogliaSiEStaccata,908,https://archive.org/download/Qubit002-jaeckTheBit-la_prima_lacrima_nostalgica/11-lUltimaFogliaSiEStaccata.mp3,https://archive.org/details/Qubit002-jaeckTheBit-la_prima_lacrima_nostalgica,http://creativecommons.org/licenses/by-sa/2.5/it/
music\low_stream\Fellirium - 02_Spirits_Gather.mp3,Fellirium,02_Spirits_Gather,973,https://archive.org/download/fell020/02_Spirits_Gather.mp3,https://archive.org/details/fell020,http://creativecommons.org/licenses/by-nc-nd/3.0/
music\low_stream\Deadman & Digi Hartatak - darkstar.mp3,Deadman & Digi Hartatak,darkstar,997,https://archive.org/download/darkstar/darkstar.mp3,https://archive.org/details/darkstar,http://creativecommons.org/licenses/by/3.0/
music\low_stream\Happy Puppy Records - Graffiti_Mechanism_-_FueledByEmotion_-_05_Letting_Go.mp3,Happy Puppy Records,Graffiti_Mechanism_-_FueledByEmotion_-_05_Letting_Go,878,https://archive.org/download/hpr046_Graffiti-Mechanism/Graffiti_Mechanism_-_FueledByEmotion_-_05_Letting_Go.mp3,https://archive.org/details/hpr046_Graffiti-Mechanism,http://creativecommons.org/licenses/by-nc-sa/3.0/
music\low_stream\Разрубленная Колыбель - 32. Срущая ртутью.mp3,Разрубленная Колыбель,32. Срущая ртутью,825,https://archive.org/download/IBR_1291/32.%20%D0%A1%D1%80%D1%83%D1%89%D0%B0%D1%8F%20%D1%80%D1%82%D1%83%D1%82%D1%8C%D1%8E.mp3,https://archive.org/details/IBR_1291,
music\low_stream\netwaves - 07Kyoto.mp3,netwaves,07Kyoto,813,https://archive.org/download/nws035/07Kyoto.mp3,https://archive.org/details/nws035,http://creativecommons.org/licenses/by-nc-sa/3.0/
music\low_stream\Otpei - 14 - OTPEI - Kongen.mp3,Otpei,14 - OTPEI - Kongen,892,https://archive.org/download/ill049/14%20-%20OTPEI%20-%20Kongen.mp3,https://archive.org/details/ill049,
music\low_stream\fluffy t. bunny - 02_FluffyTBunny_CarrotAndTheStick.mp3,fluffy t. bunny,02_FluffyTBunny_CarrotAndTheStick,918,https://archive.org/download/InPretenceOfCulture/02_FluffyTBunny_CarrotAndTheStick.mp3,https://archive.org/details/InPretenceOfCulture,http://creativecommons.org/licenses/by-nc-sa/3.0/
music\low_stream\Woopekken on Babbochjas - 11_Woopekken_on_Babbochjas_Its_MrClean.mp3,Woopekken on Babbochjas,11_Woopekken_on_Babbochjas_Its_MrClean,882,https://archive.org/download/onmp180/11_Woopekken_on_Babbochjas_Its_MrClean.mp3,https://archive.org/details/onmp180,http://creativecommons.org/licenses/by/3.0/
music\low_stream\Unknown - 14-Xiv.mp3,Unknown,14-Xiv,790,https://archive.org/download/ab-109I.m.d.p.-LaProstituzioneAlTempoDelConcilioDiTrento2011/14-Xiv.mp3,https://archive.org/details/ab-109I.m.d.p.-LaProstituzioneAlTempoDelConcilioDiTrento2011,http://creativecommons.org/licenses/by-nc/2.5/bg/
music\low_stream\Human Slaughter - 13VaCambiandoLaFormaDeComer.mp3,Human Slaughter,13VaCambiandoLaFormaDeComer,771,https://archive.org/download/NXL015/13VaCambiandoLaFormaDeComer.mp3,https://archive.org/details/NXL015,http://creativecommons.org/licenses/by-nc-nd/3.0/
music\low_stream\Unknown - themovement2009-09-06sbd06_vbr.mp3,Unknown,themovement2009-09-06sbd06_vbr,938,https://archive.org/download/movement2009-09-06/themovement2009-09-06sbd06_vbr.mp3,https://archive.org/details/movement2009-09-06,http://creativecommons.org/licenses/by-nc-nd/3.0/
music\low_stream\Saykoden - 02BornofNewCreatures_64kb.mp3,Saykoden,02BornofNewCreatures_64kb,899,https://archive.org/download/mimi029/02BornofNewCreatures_64kb.mp3,https://archive.org/details/mimi029,
music\low_stream\Unknown - Oluparún - Destroy Human Life (discography) - 38 Untitled.mp3,Unknown,Oluparún - Destroy Human Life (discography) - 38 Untitled,763,https://archive.org/download/oluparun/Olupar%C3%BAn%20-%20Destroy%20Human%20Life%20%28discography%29%20-%2038%20Untitled.mp3,https://archive.org/details/oluparun,
music\low_stream\Existence - 03_Existence_-_Shudder.mp3,Existence,03_Existence_-_Shudder,865,https://archive.org/download/k30_006_201407/03_Existence_-_Shudder.mp3,https://archive.org/details/k30_006_201407,http://creativecommons.org/licenses/by-nc/4.0/
music\low_stream\graphite412 - Insect_Noises_1.mp3,graphite412,Insect_Noises_1,783,https://archive.org/download/Djt002-Graphite412FoleyAndProductionTools/Insect_Noises_1.mp3,https://archive.org/details/Djt002-Graphite412FoleyAndProductionTools,http://creativecommons.org/publicdomain/zero/1.0/
music\low_stream\The Fake Masters - 09bblitchandscribblesolo_vbr.mp3,The Fake Masters,09bblitchandscribblesolo_vbr,767,https://archive.org/download/ekafon010/09bblitchandscribblesolo_vbr.mp3,https://archive.org/details/ekafon010,
music\low_stream\Andy N - 02introtowatertoni.mp3,Andy N,02introtowatertoni,837,https://archive.org/download/triovspoeticaatfreedupmar08/02introtowatertoni.mp3,https://archive.org/details/triovspoeticaatfreedupmar08,
music\low_stream\Nicolas Tourney - 09- MOTOR.mp3,Nicolas Tourney,09- MOTOR,987,https://archive.org/download/eg0_218/09-%20MOTOR.mp3,https://archive.org/details/eg0_218,https://creativecommons.org/licenses/by-nc-sa/4.0/
music\low_stream\New Directions - 05what_vbr.mp3,New Directions,05what_vbr,904,https://archive.org/download/0002Noisehoneyhoneysuckingnoise/05what_vbr.mp3,https://archive.org/details/0002Noisehoneyhoneysuckingnoise,
music\low_stream\Mr.DAM - 08mrdam_wijzijngekdeel12withmrflash_vbr.mp3,Mr.DAM,08mrdam_wijzijngekdeel12withmrflash_vbr,956,https://archive.org/download/onmp015/08mrdam_wijzijngekdeel12withmrflash_vbr.mp3,https://archive.org/details/onmp015,http://creativecommons.org/licenses/by-nc-nd/2.5/
music\low_stream\Grid Resistor - 02_842017_Two.mp3,Grid Resistor,02_842017_Two,919,https://archive.org/download/GridResistorXi/02_842017_Two.mp3,https://archive.org/details/GridResistorXi,http://creativecommons.org/publicdomain/mark/1.0/
music\low_stream\Melcher Tschiemer - Vaquero - 12 - General Pop of Rim - circa 1993.mp3,Melcher Tschiemer,Vaquero - 12 - General Pop of Rim - circa 1993,928,https://archive.org/download/MelcherTschiemerVaquero/Vaquero%20-%2012%20-%20General%20Pop%20of%20Rim%20-%20circa%201993.mp3,https://archive.org/details/MelcherTschiemerVaquero,http://creativecommons.org/licenses/by-nc/3.0/
music\low_stream\Jazzaria.com - skeptical-dog.mp3,Jazzaria.com,skeptical-dog,846,https://archive.org/download/skeptical-dog/skeptical-dog.mp3,https://archive.org/details/skeptical-dog,http://creativecommons.org/licenses/by-nc-nd/4.0/
music\low_stream\The Organdicks - 14slowautomobile_64kb.mp3,The Organdicks,14slowautomobile_64kb,847,https://archive.org/download/siko-002/14slowautomobile_64kb.mp3,https://archive.org/details/siko-002,http://creativecommons.org/licenses/by-nc-sa/1.0/fi/
music\low_stream\Lucas Darklord - 2019_08_07_02_08_17-16.18bpmStereoRough.mp3,Lucas Darklord,2019_08_07_02_08_17-16.18bpmStereoRough,818,https://archive.org/download/2019_08_07/2019_08_07_02_08_17-16.18bpmStereoRough.mp3,https://archive.org/details/2019_08_07,https://creativecommons.org/licenses/by-sa/4.0/
music\low_stream\Das Omikron - 06.Das Omikron - clavanger.mp3,Das Omikron,06.Das Omikron - clavanger,791,https://archive.org/download/pxrec035lp_das_omikron-centre_du_cosmos/06.Das%20Omikron%20-%20clavanger.mp3,https://archive.org/details/pxrec035lp_das_omikron-centre_du_cosmos,http://creativecommons.org/licenses/by-nc-nd/3.0/
music\low_stream\truCulentEnigma - hpcd031__truCulentEnigma_-_If_This_Is_Your_Best_Shot_Okra__06.mp3,truCulentEnigma,hpcd031__truCulentEnigma_-_If_This_Is_Your_Best_Shot_Okra__06,816,https://archive.org/download/headphonica.hpcd031/hpcd031__truCulentEnigma_-_If_This_Is_Your_Best_Shot_Okra__06.mp3,https://archive.org/details/headphonica.hpcd031,
music\low_stream\Mike Chohaney - foot094_06-forks_spoons_and_knives-jeekeri.mp3,Mike Chohaney,foot094_06-forks_spoons_and_knives-jeekeri,764,https://archive.org/download/foot094/foot094_06-forks_spoons_and_knives-jeekeri.mp3,https://archive.org/details/foot094,http://creativecommons.org/licenses/by-nc-sa/3.0/
music\low_stream\Jiri Blazek and Brian Ruskin - 11_Synthetica Scale 303.mp3,Jiri Blazek and Brian Ruskin,11_Synthetica Scale 303,852,https://archive.org/download/AcrossTheOcean_BlazekRuskin/11_Synthetica%20Scale%20303.mp3,https://archive.org/details/AcrossTheOcean_BlazekRuskin,https://creativecommons.org/licenses/by/4.0/
music\low_stream\Macho Alfa - MachoAlfa-3-Down.mp3,Macho Alfa,MachoAlfa-3-Down,969,https://archive.org/download/cum.103MachoAlfa-3/MachoAlfa-3-Down.mp3,https://archive.org/details/cum.103MachoAlfa-3,
music\low_stream\Sam Fendrich - LinearObsessional-Swimming-02Lengths.mp3,Sam Fendrich,LinearObsessional-Swimming-02Lengths,966,https://archive.org/download/Swimming-SamFendrich/LinearObsessional-Swimming-02Lengths.mp3,https://archive.org/details/Swimming-SamFendrich,http://creativecommons.org/licenses/by-nc-sa/3.0/
music\low_stream\The Dog - 09_Siesta_traicionera.mp3,The Dog,09_Siesta_traicionera,765,https://archive.org/download/trastienda070/09_Siesta_traicionera.mp3,https://archive.org/details/trastienda070,http://creativecommons.org/licenses/by-nc-nd/3.0/
music\low_stream\Unknown - 22.VladShegal-TestForKorea.mp3,Unknown,22.VladShegal-TestForKorea,991,https://archive.org/download/TAN100/22.VladShegal-TestForKorea.mp3,https://archive.org/details/TAN100,http://creativecommons.org/licenses/by-nc-nd/3.0/
