file_path,label_source,file_exists,file_size_bytes,metadata_duration_seconds,sample_rate_hz,channels,estimated_bitrate_kbps,container_format,codec_subtype,bitrate_kbps,bitrate_mode,mpeg_version,mp3_mode,metadata_error
music/low_stream/Charles Rice Goff III - 02ModeledFlesh.mp3,archive_low_download,True,4326912,260.1296145124717,22050.0,2.0,133.06941643255462,MP3,MPEG_LAYER_III,,variable,MPEG 2.0,joint stereo,
music/low_stream/Digi Hartatak - song_vbr.mp3,archive_low_download,True,6908403,317.76061224489797,44100.0,2.0,173.9272328610872,MP3,MPEG_LAYER_III,,variable,MPEG 1.0,joint stereo,
music/low_stream/Javier Barría - 03-_Chicas_Clonadas.mp3,archive_low_download,True,3362899,210.66462585034014,44100.0,2.0,127.70626246056374,MP3,MPEG_LAYER_III,128.0,constant,MPEG 1.0,joint stereo,
music/low_stream/Melcher Tschiemer - De mortuis nil nisi bonum - 6 - The Ghost of Xmas Future - October 1995.mp3,archive_low_download,True,841952,52.743038548752835,44100.0,1.0,127.70625631994938,MP3,MPEG_LAYER_III,128.0,constant,MPEG 1.0,mono,
music/low_stream/Grigoriy Nedelko - 10-mbr197.mp3,archive_low_download,True,2265150,283.94673469387754,44100.0,2.0,63.81901175773841,MP3,MPEG_LAYER_III,64.0,constant,MPEG 1.0,joint stereo,
music/low_stream/Ciberpajé & Filmy Ghost - 01 - Aforismo I.mp3,archive_low_download,True,3066500,71.65886621315192,44100.0,2.0,342.34423870214005,MP3,MPEG_LAYER_III,320.0,constant,MPEG 1.0,joint stereo,
music/low_stream/MYRDAL - 08 No existo.mp3,archive_low_download,True,10282870,257.0466439909297,44100.0,2.0,320.0312547278493,MP3,MPEG_LAYER_III,320.0,constant,MPEG 1.0,stereo,
music/low_stream/Jeff Sampson & Ed End - 06.Tian_Keng_Jeff_Sampson_and_Ed_End.mp3,archive_low_download,True,25597530,1128.3965532879818,44100.0,2.0,181.47896624045907,MP3,MPEG_LAYER_III,,variable,MPEG 1.0,joint stereo,
music/low_stream/DJ Humiliation - 05-DJ_Humiliation_-_glowstick_vbr.mp3,archive_low_download,True,563881,164.864,8000.0,2.0,27.362237965838506,MP3,MPEG_LAYER_III,,variable,MPEG 2.5,joint stereo,
music/low_stream/David J. Fonseca - 6_0331.mp3,archive_low_download,True,5011647,208.79287981859412,44100.0,2.0,192.02367453734163,MP3,MPEG_LAYER_III,192.0,constant,MPEG 1.0,stereo,
music/low_stream/netwaves - 09BeginToday.mp3,archive_low_download,True,8976384,449.19882086167803,44100.0,2.0,159.86478295345486,MP3,MPEG_LAYER_III,160.0,constant,MPEG 1.0,stereo,
music/low_stream/duckman - 02_earth_dies_screaming_inside_the_cartridge.mp3,archive_low_download,True,2129588,133.39736961451248,44100.0,2.0,127.71394255548014,MP3,MPEG_LAYER_III,128.0,constant,MPEG 1.0,joint stereo,
music/low_stream/Post Apocalyptic Zombie - 09ThenTumbledDownLiveMixVersionIIFuckedByAVSMediaDemo.mp3,archive_low_download,True,11171049,518.0604081632653,44100.0,2.0,172.5057359948568,MP3,MPEG_LAYER_III,,variable,MPEG 1.0,joint stereo,
music/low_stream/Xiphest - 01-FaceFirstIntoMoltenGlass.mp3,archive_low_download,True,4962062,112.27380952380952,44100.0,2.0,353.5686209309723,MP3,MPEG_LAYER_III,320.0,constant,MPEG 1.0,joint stereo,
music/low_stream/xCEAN - 12_screech_disastre_vbr.mp3,archive_low_download,True,4861027,259.34367346938774,44100.0,2.0,149.94858166297342,MP3,MPEG_LAYER_III,,variable,MPEG 1.0,joint stereo,
music/low_stream/Bruce Wain - concentration_requires_largest.mp3,archive_low_download,True,3024699,120.904,48000.0,2.0,200.13888705088334,MP3,MPEG_LAYER_III,,variable,MPEG 1.0,joint stereo,
music/low_stream/mescalibur - 3Piste03.mp3,archive_low_download,True,9719808,377.3066666666667,44100.0,2.0,206.08823238391406,MP3,MPEG_LAYER_III,,variable,MPEG 1.0,joint stereo,
music/low_stream/esc.rec - 16-Gluid-Sadio-Flakes.mp3,archive_low_download,True,19458278,486.8721541950113,44100.0,2.0,319.7271042484997,MP3,MPEG_LAYER_III,320.0,constant,MPEG 1.0,stereo,
music/low_stream/Yukiga Futte Uresii - 06_Pro_Democracy_Leader_vbr.mp3,archive_low_download,True,5302789,273.6239455782313,44100.0,2.0,155.03874089072045,MP3,MPEG_LAYER_III,,variable,MPEG 1.0,joint stereo,
music/low_stream/Thehiekka - rbd-064-01-thehiekka-allow.mp3,archive_low_download,True,4475429,233.2092290249433,44100.0,2.0,153.5249361686736,MP3,MPEG_LAYER_III,,variable,MPEG 1.0,joint stereo,
"music/low_stream/Shambles Constant - FCC018 Some Sat, Others Stood.mp3",archive_low_download,True,31982562,1782.0338775510204,44100.0,2.0,143.5777956991587,MP3,MPEG_LAYER_III,,variable,MPEG 1.0,joint stereo,
music/low_stream/Louis Lingg and the Bombs - c15BombinShit.mp3,archive_low_download,True,258088,6.386666666666667,44100.0,2.0,323.28350730688936,MP3,MPEG_LAYER_III,320.0,constant,MPEG 1.0,joint stereo,
music/low_stream/Mental Health Consumer; Brian Ruskin - 10_lastSunlightShed2010.mp3,archive_low_download,True,5398828,135.08358276643992,44100.0,2.0,319.7325915960992,MP3,MPEG_LAYER_III,320.0,constant,MPEG 1.0,joint stereo,
music/low_stream/Humanfobia - 04 - 𝐌𝐚𝐠𝐢𝐚 𝐍𝐨𝐜𝐭á𝐦𝐛𝐮𝐥𝐚.mp3,archive_low_download,True,2645983,146.2833560090703,44100.0,2.0,144.70452809879126,MP3,MPEG_LAYER_III,,variable,MPEG 1.0,joint stereo,
music/low_stream/Overthruster - 05_-_overthruster_-_kay_parker_kay_parker.mp3,archive_low_download,True,6727535,280.1784353741497,44100.0,2.0,192.09287084542575,MP3,MPEG_LAYER_III,192.0,constant,MPEG 1.0,stereo,
music/low_stream/Lucas Darklord - 2019_07_22_17_49_21-36.35bpmStereoRough.mp3,archive_low_download,True,3951681,167.27659863945578,44100.0,2.0,188.98906515990868,MP3,MPEG_LAYER_III,,variable,MPEG 1.0,joint stereo,
music/low_stream/Fabio Keiner - Capriccio 3.mp3,archive_low_download,True,7446389,173.94126984126984,44100.0,2.0,342.47830922679617,MP3,MPEG_LAYER_III,320.0,constant,MPEG 1.0,stereo,
music/low_stream/Pierce Boaz - 02Two.mp3,archive_low_download,True,3099133,129.13054166666666,48000.0,2.0,192.0,MP3,MPEG_LAYER_III,192.0,constant,MPEG 1.0,stereo,
"music/low_stream/Копро-Гурман Должен Быть Довольным & Хрюсопохожие Мутанты, Родившиеся В Коробке Из-Под Стиральной Машины & Гомосексуальн - 23.mp3",archive_low_download,True,1729454,107.9990022675737,44100.0,2.0,128.10888720732282,MP3,MPEG_LAYER_III,128.0,constant,MPEG 1.0,joint stereo,
music/low_stream/Loudspeaker Alliance - Desperation.mp3,archive_low_download,True,7460310,184.81333333333333,44100.0,2.0,322.9338431570594,MP3,MPEG_LAYER_III,320.0,constant,MPEG 1.0,stereo,
music/low_stream/MC iPod - 04 Who Killed Mighty Ducks 4.mp3,archive_low_download,True,1821406,88.65208616780045,44100.0,2.0,164.36441182466453,MP3,MPEG_LAYER_III,,variable,MPEG 1.0,joint stereo,
